{'Multi-pitch': 0.44848484848484854, 'Voice': 0.6597222222222222, 'Meter': 0.3076923076923077, 'Value': 0.5694135986134652, 'Harmony': 0.0, 'MV2H': 0.3970625954025687}
{'Multi-pitch': 0.3574468085106383, 'Voice': 0.9848484848484849, 'Meter': 0.08383233532934131, 'Value': 0.75, 'Harmony': 1.0, 'MV2H': 0.6352255257376929}
{'Multi-pitch': 0.9797979797979798, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9292929292929293}
{'Multi-pitch': 0.2755102040816326, 'Voice': 0.92, 'Meter': 0.0, 'Value': 0.9605451936872309, 'Harmony': 1.0, 'MV2H': 0.6312110795537726}
{'Multi-pitch': 0.6, 'Voice': 0.9285714285714285, 'Meter': 0.21686746987951805, 'Value': 0.9875502008032129, 'Harmony': 1.0, 'MV2H': 0.7465978198508318}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
pass
{'Multi-pitch': 0.8035714285714286, 'Voice': 1.0, 'Meter': 0.64, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8887142857142857}
{'Multi-pitch': 0.9677419354838709, 'Voice': 1.0, 'Meter': 0.4233576642335766, 'Value': 0.9666666666666667, 'Harmony': 1.0, 'MV2H': 0.8715532532768229}
{'Multi-pitch': 0.5102040816326531, 'Voice': 1.0, 'Meter': 0.14953271028037385, 'Value': 0.9373319892473119, 'Harmony': 1.0, 'MV2H': 0.7194137562320677}
{'Multi-pitch': 0.39639639639639634, 'Voice': 0.8095238095238095, 'Meter': 0.023809523809523808, 'Value': 0.9582078313253012, 'Harmony': 1.0, 'MV2H': 0.6375875122110062}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9310344827586207, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9195402298850575}
{'Multi-pitch': 0.6896551724137931, 'Voice': 0.9047619047619047, 'Meter': 0.13991769547325103, 'Value': 0.9211385734431827, 'Harmony': 0.5, 'MV2H': 0.6310946692184263}
{'Multi-pitch': 0.5633802816901409, 'Voice': 1.0, 'Meter': 0.18181818181818182, 'Value': 0.7829696394686909, 'Harmony': 0.5, 'MV2H': 0.6056336205954027}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.4694533762057878, 'Voice': 0.7595238095238095, 'Meter': 0.04411764705882353, 'Value': 0.8958171395258454, 'Harmony': 1.0, 'MV2H': 0.6337823944628532}
{'Multi-pitch': 0.7666666666666667, 'Voice': 1.0, 'Meter': 0.4696969696969697, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8472727272727273}
{'Multi-pitch': 0.576, 'Voice': 0.8333333333333334, 'Meter': 0.33333333333333337, 'Value': 0.9275834445927904, 'Harmony': 1.0, 'MV2H': 0.7340500222518914}
{'Multi-pitch': 0.5410628019323671, 'Voice': 0.9782608695652174, 'Meter': 0.3870967741935484, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7812840891382267}
{'Multi-pitch': 0.8835341365461847, 'Voice': 1.0, 'Meter': 0.31046931407942235, 'Value': 0.9887752925205249, 'Harmony': 1.0, 'MV2H': 0.8365557486292264}
{'Multi-pitch': 0.32512315270935965, 'Voice': 0.7055555555555555, 'Meter': 0.008968609865470854, 'Value': 0.9218122489959839, 'Harmony': 1.0, 'MV2H': 0.592291913425274}
{'Multi-pitch': 0.9281045751633986, 'Voice': 0.927536231884058, 'Meter': 0.5641025641025641, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8839486742300041}
{'Multi-pitch': 0.702127659574468, 'Voice': 1.0, 'Meter': 0.44999999999999996, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8304255319148937}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.7500000000000001, 'Voice': 0.8706467661691542, 'Meter': 0.17283950617283952, 'Value': 0.9545759402460757, 'Harmony': 1.0, 'MV2H': 0.7496124425176138}
{'Multi-pitch': 0.5679012345679012, 'Voice': 0.8809523809523809, 'Meter': 0.27999999999999997, 'Value': 0.9193548387096774, 'Harmony': 1.0, 'MV2H': 0.7296416908459918}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9245283018867925, 'Voice': 1.0, 'Meter': 0.6296296296296297, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9108315863032844}
{'Multi-pitch': 0.7631578947368421, 'Voice': 0.9583333333333334, 'Meter': 0.46052631578947373, 'Value': 0.9482373940205265, 'Harmony': 1.0, 'MV2H': 0.8260509875760352}
{'Multi-pitch': 0.3, 'Voice': 0.52, 'Meter': 0.05555555555555555, 'Value': 0.8886657742079429, 'Harmony': 1.0, 'MV2H': 0.5528442659526996}
{'Multi-pitch': 0.920245398773006, 'Voice': 1.0, 'Meter': 0.6333333333333334, 'Value': 0.9836157340000347, 'Harmony': 1.0, 'MV2H': 0.9074388932212749}
{'Multi-pitch': 0.7887323943661971, 'Voice': 0.9411764705882353, 'Meter': 0.27380952380952384, 'Value': 0.9067022696929239, 'Harmony': 1.0, 'MV2H': 0.782084131691376}
{'Multi-pitch': 0.9846153846153847, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9302564102564101}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9600000000000001, 'Voice': 1.0, 'Meter': 0.6575342465753424, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9235068493150684}
{'Multi-pitch': 0.7220216606498194, 'Voice': 0.9666666666666667, 'Meter': 0.4487179487179488, 'Value': 0.9861222668451585, 'Harmony': 1.0, 'MV2H': 0.8247057085759186}
{'Multi-pitch': 0.3708609271523179, 'Voice': 0.6666666666666666, 'Meter': 0.1379310344827586, 'Value': 0.8571428571428571, 'Harmony': 1.0, 'MV2H': 0.6065202970889201}
{'Multi-pitch': 0.895397489539749, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9124128312412833}
{'Multi-pitch': 0.6666666666666666, 'Voice': 0.8316666666666667, 'Meter': 0.4454148471615721, 'Value': 0.9395596968807907, 'Harmony': 1.0, 'MV2H': 0.7766615754751391}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
pass
{'Multi-pitch': 0.5853658536585366, 'Voice': 0.8000000000000002, 'Meter': 0.34285714285714286, 'Value': 0.8571428571428571, 'Harmony': 1.0, 'MV2H': 0.7170731707317073}
{'Multi-pitch': 0.923076923076923, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9179487179487179}
{'Multi-pitch': 0.380952380952381, 'Voice': 0.6742424242424243, 'Meter': 0.0213903743315508, 'Value': 0.6666666666666666, 'Harmony': 1.0, 'MV2H': 0.5486503692386046}
{'Multi-pitch': 0.912621359223301, 'Voice': 1.0, 'Meter': 0.4230769230769231, 'Value': 0.9069825605728844, 'Harmony': 1.0, 'MV2H': 0.8485361685746217}
{'Multi-pitch': 0.4, 'Voice': 0.6666666666666666, 'Meter': 0.08484848484848485, 'Value': 0.6718301778542742, 'Harmony': 1.0, 'MV2H': 0.5646690658738851}
{'Multi-pitch': 0.8867924528301887, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9106918238993711}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.7499999999999999, 'Voice': 1.0, 'Meter': 0.6025641025641025, 'Value': 0.9849093343069247, 'Harmony': 1.0, 'MV2H': 0.8674946873742055}
{'Multi-pitch': 0.06451612903225806, 'Voice': 0.0, 'Meter': 0.10526315789473685, 'Value': 0.5010020040080161, 'Harmony': 0.5, 'MV2H': 0.2341562581870022}
{'Multi-pitch': 0.5, 'Voice': 0.8000000000000002, 'Meter': 0.23668639053254437, 'Value': 0.8001067520683214, 'Harmony': 1.0, 'MV2H': 0.6673586285201731}
{'Multi-pitch': 0.7516778523489933, 'Voice': 0.9444444444444444, 'Meter': 0.46153846153846156, 'Value': 0.989572906239573, 'Harmony': 1.0, 'MV2H': 0.8294467329142945}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9257142857142858, 'Voice': 1.0, 'Meter': 0.23391812865497078, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8319264828738513}
{'Multi-pitch': 0.8247422680412371, 'Voice': 1.0, 'Meter': 0.2576271186440678, 'Value': 0.9848484848484849, 'Harmony': 1.0, 'MV2H': 0.8134435743067581}
{'Multi-pitch': 0.9363057324840764, 'Voice': 0.9927007299270073, 'Meter': 0.5555555555555556, 'Value': 0.9944216757741349, 'Harmony': 1.0, 'MV2H': 0.8957967387481549}
{'Multi-pitch': 0.7433628318584071, 'Voice': 1.0, 'Meter': 0.5, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8486725663716814}
{'Multi-pitch': 0.8113207547169811, 'Voice': 1.0, 'Meter': 0.5432098765432098, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8709061262520382}
{'Multi-pitch': 0.9589041095890412, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.990036466532491, 'Harmony': 1.0, 'MV2H': 0.9231214485576398}
{'Multi-pitch': 0.6956521739130435, 'Voice': 0.8620689655172413, 'Meter': 0.2608695652173913, 'Value': 0.9628885914026476, 'Harmony': 1.0, 'MV2H': 0.7562958592100648}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6875, 'Voice': 1.0, 'Meter': 0.4126984126984127, 'Value': 0.6848967819292983, 'Harmony': 1.0, 'MV2H': 0.7570190389255422}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.28070175438596484, 'Voice': 0.7333333333333334, 'Meter': 0.27272727272727276, 'Value': 0.8999499749874937, 'Harmony': 0.0, 'MV2H': 0.4373424670868129}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.5217391304347826, 'Voice': 0.888888888888889, 'Meter': 0.0, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6821256038647343}
{'Multi-pitch': 0.9090909090909091, 'Voice': 1.0, 'Meter': 0.5599999999999999, 'Value': 0.96, 'Harmony': 1.0, 'MV2H': 0.885818181818182}
{'Multi-pitch': 0.6938775510204082, 'Voice': 1.0, 'Meter': 0.3555555555555555, 'Value': 0.9836742722265932, 'Harmony': 1.0, 'MV2H': 0.8066214757605114}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6516853932584269, 'Voice': 0.6599999999999999, 'Meter': 0.49333333333333335, 'Value': 0.9412356487129706, 'Harmony': 1.0, 'MV2H': 0.7492508750609461}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.9875, 'Voice': 1.0, 'Meter': 0.6153846153846155, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9205769230769232}
{'Multi-pitch': 0.6456692913385828, 'Voice': 0.9, 'Meter': 0.40476190476190477, 'Value': 0.9073702961478511, 'Harmony': 1.0, 'MV2H': 0.7715602984496677}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.5510204081632654, 'Voice': 0.9230769230769231, 'Meter': 0.16071428571428573, 'Value': 0.967391304347826, 'Harmony': 0.5, 'MV2H': 0.6204405842604601}
{'Multi-pitch': 0.9281767955801106, 'Voice': 1.0, 'Meter': 0.6458333333333334, 'Value': 0.9837726199842644, 'Harmony': 1.0, 'MV2H': 0.9115565497795416}
{'Multi-pitch': 0.8780487804878048, 'Voice': 1.0, 'Meter': 0.3754789272030652, 'Value': 0.9943181818181818, 'Harmony': 1.0, 'MV2H': 0.8495691779018102}
{'Multi-pitch': 0.8235294117647058, 'Voice': 0.8500000000000001, 'Meter': 0.47058823529411764, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8288235294117647}
{'Multi-pitch': 0.7796610169491525, 'Voice': 0.8867924528301887, 'Meter': 0.2994011976047904, 'Value': 0.9772727272727273, 'Harmony': 1.0, 'MV2H': 0.7886254789313718}
{'Multi-pitch': 0.6136363636363636, 'Voice': 1.0, 'Meter': 0.18181818181818185, 'Value': 0.8413970798740339, 'Harmony': 0.0, 'MV2H': 0.5273703250657159}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.1739130434782609, 'Voice': 0.0, 'Meter': 0.17647058823529413, 'Value': 0.0, 'Harmony': 1.0, 'MV2H': 0.270076726342711}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.4945054945054945, 'Voice': 0.7738095238095238, 'Meter': 0.2774566473988439, 'Value': 0.9189172754817776, 'Harmony': 1.0, 'MV2H': 0.6929377882391279}
{'Multi-pitch': 0.8225806451612904, 'Voice': 0.8695652173913043, 'Meter': 0.15204678362573099, 'Value': 0.9807152875175315, 'Harmony': 1.0, 'MV2H': 0.7649815867391714}
{'Multi-pitch': 0.9459459459459459, 'Voice': 1.0, 'Meter': 0.6333333333333334, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9158558558558558}
{'Multi-pitch': 0.9666666666666667, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9266666666666665}
{'Multi-pitch': 0.8362068965517241, 'Voice': 1.0, 'Meter': 0.4213483146067416, 'Value': 0.9816036737435926, 'Harmony': 1.0, 'MV2H': 0.8478317769804118}
{'Multi-pitch': 0.7578947368421053, 'Voice': 1.0, 'Meter': 0.04597701149425288, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7607743496672716}
{'Multi-pitch': 0.915032679738562, 'Voice': 1.0, 'Meter': 0.5238095238095237, 'Value': 0.9962121212121212, 'Harmony': 1.0, 'MV2H': 0.8870108649520414}
{'Multi-pitch': 0.7753623188405797, 'Voice': 1.0, 'Meter': 0.21839080459770116, 'Value': 0.9781732117812061, 'Harmony': 1.0, 'MV2H': 0.7943852670438973}
{'Multi-pitch': 0.7181008902077152, 'Voice': 1.0, 'Meter': 0.29870129870129875, 'Value': 0.9575165125747772, 'Harmony': 1.0, 'MV2H': 0.7948637402967582}
{'Multi-pitch': 0.537313432835821, 'Voice': 0.9166666666666666, 'Meter': 0.10810810810810811, 'Value': 0.8205513012916718, 'Harmony': 0.0, 'MV2H': 0.4765279017804535}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.8314606741573034, 'Voice': 1.0, 'Meter': 0.3484848484848485, 'Value': 0.889643417197647, 'Harmony': 0.5, 'MV2H': 0.7139177879679598}
{'Multi-pitch': 0.8951612903225806, 'Voice': 1.0, 'Meter': 0.5384615384615384, 'Value': 0.9953271028037384, 'Harmony': 1.0, 'MV2H': 0.8857899863175713}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.48458149779735676, 'Voice': 0.9583333333333334, 'Meter': 0.05376344086021506, 'Value': 0.8698553948832036, 'Harmony': 1.0, 'MV2H': 0.6733067333748217}
{'Multi-pitch': 0.9841269841269841, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9301587301587301}
{'Multi-pitch': 0.7346938775510204, 'Voice': 1.0, 'Meter': 0.013986013986013986, 'Value': 0.98, 'Harmony': 0.0, 'MV2H': 0.5457359783074068}
{'Multi-pitch': 0.9184549356223176, 'Voice': 1.0, 'Meter': 0.5, 'Value': 0.986875395319418, 'Harmony': 1.0, 'MV2H': 0.8810660661883472}
pass
{'Multi-pitch': 0.9444444444444444, 'Voice': 1.0, 'Meter': 0.5523809523809523, 'Value': 0.8920387432081266, 'Harmony': 1.0, 'MV2H': 0.8777728280067046}
{'Multi-pitch': 0.48192771084337355, 'Voice': 0.7666666666666666, 'Meter': 0.08988764044943819, 'Value': 0.9689516129032258, 'Harmony': 1.0, 'MV2H': 0.6614867261725408}
{'Multi-pitch': 0.4895104895104895, 'Voice': 0.9117647058823528, 'Meter': 0.0, 'Value': 0.9678332178332177, 'Harmony': 1.0, 'MV2H': 0.673821682645212}
{'Multi-pitch': 0.9822485207100591, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9878048780487805, 'Harmony': 1.0, 'MV2H': 0.9273440130851013}
{'Multi-pitch': 0.728813559322034, 'Voice': 0.7350000000000001, 'Meter': 0.3283582089552239, 'Value': 0.9833333333333333, 'Harmony': 1.0, 'MV2H': 0.7551010203221182}
{'Multi-pitch': 0.7730061349693251, 'Voice': 0.9653333333333333, 'Meter': 0.3913043478260869, 'Value': 0.9930462839341344, 'Harmony': 1.0, 'MV2H': 0.8245380200125758}
{'Multi-pitch': 0.7037037037037038, 'Voice': 0.9428571428571428, 'Meter': 0.029629629629629627, 'Value': 0.9660825325042396, 'Harmony': 0.5, 'MV2H': 0.6284546017389432}
{'Multi-pitch': 0.42487046632124353, 'Voice': 0.5719298245614035, 'Meter': 0.32222222222222224, 'Value': 0.9568894179298412, 'Harmony': 0.5, 'MV2H': 0.555182386206942}
{'Multi-pitch': 0.6041666666666666, 'Voice': 0.7246376811594202, 'Meter': 0.14516129032258063, 'Value': 0.7689823089348459, 'Harmony': 1.0, 'MV2H': 0.6485895894167026}
{'Multi-pitch': 0.987012987012987, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9307359307359306}
{'Multi-pitch': 0.9885057471264368, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9310344827586207}
{'Multi-pitch': 0.6025641025641025, 'Voice': 0.9565217391304348, 'Meter': 0.030303030303030307, 'Value': 0.9540203826056914, 'Harmony': 1.0, 'MV2H': 0.7086818509206518}
{'Multi-pitch': 0.2445414847161572, 'Voice': 1.0, 'Meter': 0.12903225806451613, 'Value': 0.8744959677419355, 'Harmony': 0.5, 'MV2H': 0.5496139421045217}
{'Multi-pitch': 0.9629629629629629, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9259259259259259}
{'Multi-pitch': 0.9130434782608696, 'Voice': 1.0, 'Meter': 0.5666666666666667, 'Value': 0.9829749103942651, 'Harmony': 1.0, 'MV2H': 0.8925370110643603}
{'Multi-pitch': 0.8928571428571428, 'Voice': 1.0, 'Meter': 0.5483870967741935, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.7882488479262673}
{'Multi-pitch': 0.08955223880597014, 'Voice': 0.6666666666666666, 'Meter': 0.0, 'Value': 0.4981071772185688, 'Harmony': 0.0, 'MV2H': 0.2508652165382411}
{'Multi-pitch': 0.7940074906367041, 'Voice': 1.0, 'Meter': 0.6410256410256411, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8870066263324692}
{'Multi-pitch': 0.4583333333333333, 'Voice': 1.0, 'Meter': 0.46153846153846156, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.783974358974359}
{'Multi-pitch': 0.3865546218487395, 'Voice': 1.0, 'Meter': 0.21739130434782608, 'Value': 0.9723337795626953, 'Harmony': 1.0, 'MV2H': 0.7152559411518522}
{'Multi-pitch': 0.6171428571428572, 'Voice': 0.8269230769230769, 'Meter': 0.36, 'Value': 0.9697582528162161, 'Harmony': 1.0, 'MV2H': 0.75476483737643}
{'Multi-pitch': 0.5, 'Voice': 0.5185185185185185, 'Meter': 0.54, 'Value': 0.7775183455637092, 'Harmony': 0.5, 'MV2H': 0.5672073728164456}
{'Multi-pitch': 0.6666666666666666, 'Voice': 1.0, 'Meter': 0.45238095238095244, 'Value': 0.9616686483070365, 'Harmony': 1.0, 'MV2H': 0.8161432534709311}
{'Multi-pitch': 0.5503355704697986, 'Voice': 0.8260869565217391, 'Meter': 0.4, 'Value': 0.88622470720075, 'Harmony': 1.0, 'MV2H': 0.7325294468384576}
{'Multi-pitch': 0.8981481481481481, 'Voice': 1.0, 'Meter': 0.24786324786324784, 'Value': 0.9928026361429066, 'Harmony': 1.0, 'MV2H': 0.8277628064308604}
{'Multi-pitch': 0.52, 'Voice': 0.843010752688172, 'Meter': 0.09523809523809523, 'Value': 0.9887005649717513, 'Harmony': 1.0, 'MV2H': 0.6893898825796037}
{'Multi-pitch': 0.9841269841269841, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9301587301587301}
{'Multi-pitch': 0.975609756097561, 'Voice': 1.0, 'Meter': 0.6153846153846155, 'Value': 0.9872309751827825, 'Harmony': 1.0, 'MV2H': 0.9156450693329917}
{'Multi-pitch': 0.7014925373134328, 'Voice': 0.9565217391304348, 'Meter': 0.10062893081761005, 'Value': 0.9081454021213059, 'Harmony': 1.0, 'MV2H': 0.7333577218765567}
{'Multi-pitch': 0.5599999999999999, 'Voice': 0.8412698412698412, 'Meter': 0.308641975308642, 'Value': 0.9336010709504685, 'Harmony': 1.0, 'MV2H': 0.7287025775057903}
{'Multi-pitch': 0.5555555555555556, 'Voice': 0.5, 'Meter': 0.2833333333333333, 'Value': 0.0, 'Harmony': 1.0, 'MV2H': 0.4677777777777778}
{'Multi-pitch': 0.872037914691943, 'Voice': 0.9137931034482759, 'Meter': 0.5238095238095237, 'Value': 0.9625659507600809, 'Harmony': 1.0, 'MV2H': 0.8544412985419647}
{'Multi-pitch': 0.3076923076923077, 'Voice': 1.0, 'Meter': 0.023809523809523808, 'Value': 0.8887775551102205, 'Harmony': 1.0, 'MV2H': 0.6440558773224103}
{'Multi-pitch': 0.6067415730337079, 'Voice': 0.8856060606060607, 'Meter': 0.16494845360824742, 'Value': 0.8800147855678273, 'Harmony': 0.5, 'MV2H': 0.6074621745631686}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.524822695035461, 'Voice': 0.8571428571428571, 'Meter': 0.3157894736842105, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7395510051725057}
{'Multi-pitch': 0.8502024291497976, 'Voice': 1.0, 'Meter': 0.2893081761006289, 'Value': 0.9912195121951219, 'Harmony': 1.0, 'MV2H': 0.8261460234891096}
{'Multi-pitch': 0.7659574468085107, 'Voice': 1.0, 'Meter': 0.1923076923076923, 'Value': 0.9583333333333334, 'Harmony': 1.0, 'MV2H': 0.7833196944899072}
{'Multi-pitch': 0.708860759493671, 'Voice': 0.86, 'Meter': 0.2517482517482518, 'Value': 0.9206349206349207, 'Harmony': 0.5, 'MV2H': 0.6482487863753686}
{'Multi-pitch': 0.9565217391304348, 'Voice': 0.8372093023255814, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8920795416245365}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.5093632958801498, 'Voice': 0.7419354838709677, 'Meter': 0.15, 'Value': 0.8809196980096089, 'Harmony': 1.0, 'MV2H': 0.6564436955521453}
{'Multi-pitch': 0.4888888888888889, 'Voice': 0.9074074074074073, 'Meter': 0.4594594594594595, 'Value': 0.7022736067492248, 'Harmony': 1.0, 'MV2H': 0.711605872500996}
{'Multi-pitch': 0.983050847457627, 'Voice': 1.0, 'Meter': 0.5833333333333333, 'Value': 0.9649122807017544, 'Harmony': 1.0, 'MV2H': 0.9062592922985429}
{'Multi-pitch': 0.2677165354330709, 'Voice': 1.0, 'Meter': 0.017094017094017092, 'Value': 0.9168336673346693, 'Harmony': 1.0, 'MV2H': 0.6403288439723515}
{'Multi-pitch': 0.7323943661971831, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.9523332379043803, 'Harmony': 1.0, 'MV2H': 0.7369455208203126}
{'Multi-pitch': 0.49586776859504134, 'Voice': 0.761904761904762, 'Meter': 0.1, 'Value': 0.8452379994258932, 'Harmony': 1.0, 'MV2H': 0.6406021059851393}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.4489795918367347, 'Voice': 0.7272727272727273, 'Meter': 0.39743589743589747, 'Value': 0.4999546823194118, 'Harmony': 0.0, 'MV2H': 0.4147285797729543}
{'Multi-pitch': 0.8426395939086294, 'Voice': 0.9500000000000001, 'Meter': 0.07641196013289037, 'Value': 0.9413649163325918, 'Harmony': 1.0, 'MV2H': 0.7620832940748223}
{'Multi-pitch': 0.8453608247422681, 'Voice': 0.9537037037037036, 'Meter': 0.6, 'Value': 0.9698186686138494, 'Harmony': 1.0, 'MV2H': 0.8737766394119643}
{'Multi-pitch': 0.9481481481481482, 'Voice': 1.0, 'Meter': 0.5128205128205128, 'Value': 0.9959677419354839, 'Harmony': 1.0, 'MV2H': 0.891387280580829}
